Song,Artist,Label,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
Tell Me You Love Me,Demi Lovato,0,265.27716981975885,-11.634910341340984,-44.513421135824046,-23.751830977597326,-53.63352776542698,38.05069476478967,-77.91112999360617,55.152022617319034,-84.07213444777159,-18.467095640241233,78.51195034086528,77.63688955400862,33.07073528581037,35.67681073986142,45.459545163711105,-48.51201031240711,-14.967589998221891,-25.483217043496033
Candy,Doja Cat,1,3.2801129438352716,18.673826572724522,56.4386953164811,-138.67858000082873,10.863756116908037,22.38318447669821,-56.510799529586414,28.477017756857194,-75.44393658924585,32.640191258880456,-5.929454924928941,-83.57645720306382,-40.814492989346235,-19.243680614247438,-113.32473413137818,100.7841422828206,25.531492020874687,-0.9672265428254423
Paint The Town Red,Doja Cat,1,-127.74631225452804,41.079155458823266,-59.09038075692559,-106.27619230312081,58.59909293640904,14.122287062903268,-141.64261642304862,-100.65302842297213,-42.17926002953932,-49.09213487682292,21.637201300717127,-9.958787468731918,11.148718348643333,-25.24284728626842,-88.25687678616656,5.298912207302485,-87.03152989143835,3.407848868878796
This Christmas,Donny Hathaway,1,-18.560456273546446,-109.67176642148405,-22.699563820824277,-15.382708017231431,-45.45690928241227,11.393307505280028,-8.948301937262027,-0.11019456416108969,-27.700051950112694,24.47570135913794,19.63400920723764,35.92971322270823,12.028538495774447,-5.113358757425055,18.827103559371054,-50.74605026827922,-21.495403421829277,-12.626524207643596
You Broke My Heart,Drake,1,78.97624760214022,-77.34595723953504,12.29902749061184,20.280841404168058,-85.43216016279547,123.45689831782106,34.06063620154114,-44.20272005545633,-42.410903013710445,-66.89307448875802,-34.65309421414691,-45.66552727704851,21.38969718028668,1.4255615442491072,-14.276998202285064,8.268108746130808,4.326877424866407,-29.377215484035208
Fake Love,Drake,1,209.1274152530166,113.13250975871148,23.17548710177018,-57.246449651163644,34.65806814177394,35.86326285224362,31.65807445509171,-65.8054280693599,20.841517192908924,57.28025182050453,49.336153557730015,55.21310775374387,5.003298221761127,-36.060904832658764,2.1464200842098133,-56.31724287494173,8.749988313660989,-13.146133355805816
Right Hand,Drake,1,181.1331921976722,67.63306686041177,-0.95931373150387,-47.66728592410784,123.11643238769264,27.77377280332514,-30.868882765215414,-62.05437750626048,-24.637411328131915,31.890159456551217,52.69324266831307,-98.80869309897604,-57.31519950372896,7.264324660521242,36.34043882256659,-27.284400240716867,-43.695361401464936,9.947667305393889
What's Next,Drake,0,125.47928718368573,31.251714426558955,12.166467083440452,-13.1310647837155,102.98850806155536,-28.769448187672626,59.79316175276339,0.13626637040342512,74.26704814934513,-130.9380829777081,23.781925136352594,-110.21402170126686,-22.05269846656798,-45.8059981239387,-18.82814883472514,-9.19963494845274,21.238126120351293,10.405253122089226
IDGAF,Drake Featuring Yeat,1,-122.58616583345807,-45.065108586791595,128.22509031554276,104.58514368818545,-27.161353114172073,12.987482717637938,-26.8181021542173,-20.754749951062664,62.473474383195274,11.582729841596647,96.05368313383529,-6.547522805498082,52.78095390516821,29.008138952398095,60.13469048615737,-8.17905698885545,33.75793345346201,-16.884572072369725
Break My Heart,Dua Lipa,0,122.01673608896111,59.28234379293826,-91.42849256436448,-7.655031020839092,-62.135105286341656,4.026827652422819,-54.773029275082415,40.57376418327249,66.94324834111698,66.9891997273323,-38.744063467811834,-6.42426051977266,-83.11518797836791,8.624650017862942,39.20388558257225,31.640896508310867,27.948799561077827,46.64721796030466
Good Girl,Dustin Lynch,1,84.48782229331322,-58.59724226947063,-116.50250516151594,-48.50896773596191,28.747764996097676,4.035422801637214,-2.1664788312345444,-15.852982228264809,17.42747320832789,-0.362605288514828,-33.135314193902715,-24.69055986722879,-42.61753233274005,25.672025560974713,-39.30339389723323,11.949104934477079,45.87553698019497,8.549561875990191
Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,1,108.80171451706235,-103.29633201303047,84.28649653288036,-7.208139319276158,-41.54237750124853,10.744924973751948,31.612048425724865,10.490921769049729,-24.61942981996543,53.48216802831751,-18.807105849000912,41.04407328416195,-57.73489855611197,-18.59333405113883,-50.777005303234496,19.149358892249577,27.652053997920735,-2.042792436403631
You're Welcome,Dwayne Johnson,1,98.12179701345852,-203.9661917766418,-64.2183892294141,-50.751432819747905,74.89646142555196,-8.366061480146218,-40.32194876456825,33.69879473236713,-20.151701177762508,-16.599187585751775,7.473649414112843,-7.187933125604312,-4.381347511110711,-83.5166899096847,81.57938225635932,-0.614557516300671,-44.711913912784944,4.324339124400294
Please Come Home For Christmas,Eagles,1,-36.59579641285248,19.717749365416935,-77.93424806484771,90.71854697414753,8.133942244332363,90.02437465006784,-64.92652600253984,-59.360085002511646,27.27526286145364,52.72045743098457,-35.18717629098628,15.298489277863597,8.161542855856979,-56.34930749005327,-7.491953712282643,-20.56584582362322,28.403435562738487,37.73866261968949
Santa Baby,Eartha Kitt With Henri Rene And His Orchestra,1,-157.51060242068655,-17.707547416687266,101.61973067699701,27.529196296479967,-30.94895866396317,9.646681309182895,-52.12698169093519,47.59235223367716,-28.81254771174894,36.333892992924795,10.618055181719026,-25.36902163905117,62.78520993600034,-73.12029835277129,-28.30158236120582,-2.3614878658971175,-43.95321529327812,14.831255352366279
Thinking Out Loud,Ed Sheeran,1,-0.7105494847578048,54.180238171497194,-93.77706699708256,11.915231357079001,-33.46802334876912,29.22602449110448,-73.29299643378512,-14.624155016920472,37.75185156081649,116.39817782638809,-16.906658413075366,-53.36797907657693,31.8563849088418,-12.060660441209759,0.8110642000295284,-7.4388500099668695,32.872815177433075,1.6548334080428457
Shape Of You,Ed Sheeran,0,-24.684248067977542,3.5956149552343803,-11.402871618882669,160.8399681346787,4.214278971434561,-50.683783371241084,48.33543104225379,-90.40747975398844,-13.748911064952498,-0.34137144376665113,55.36653166928273,-19.565021903129672,39.208597051327764,-56.16753876106844,13.412178057978135,-97.74861624908193,50.408375861923105,-19.98651821538276
Don't,Ed Sheeran,0,171.2522625480228,11.113163524412705,33.73975739819062,-22.198624151067822,-40.063823094118526,149.857803177633,-26.529839991732263,-89.36105121155552,-1.108135854614741,-9.588230556127531,-82.66933190849691,114.66916016684738,72.200599609156,-18.335777480358747,3.00737309261528,-5.255396313251396,35.22621687410196,-74.30411675383667
Eyes Closed,Ed Sheeran,0,-179.78817861255249,17.796773369422716,-42.648805375708314,27.25372623414121,-19.817018475939363,39.46349224116829,75.16782439986152,27.41621562619984,-15.90139895897535,70.1727746352637,76.39714607679596,-68.72340071295116,-29.882420252758884,4.284816892168144,59.29574228077348,19.888351084507566,44.90632841948364,-62.68393294805469
Trip,Ella Mai,1,-148.47762809631973,51.861906339553876,-76.24028976865368,115.56802041999912,33.672806911138395,-55.35676948814568,7.988399766521924,-60.88625721172548,62.27213900146766,2.338502579399835,24.905049355263653,62.374441237097145,23.45099062254712,42.5586275055752,22.563012555645564,65.49819009403748,-13.570717391014261,29.259366300568765
Burning House,Emily Ann Roberts,1,-225.47780478217769,73.22511186544723,-116.8976659786344,31.706854479181477,9.307011544344848,-1.5326457878150517,60.190349317015084,32.41530518751328,-44.970270624575164,18.957657876486547,-7.008776766792606,-14.739189138528436,2.761280931540299,63.2140643537175,27.10716332424996,-16.846986534393395,-45.63637017204307,-104.38281349796617
Gnat,Eminem,1,194.09601877561033,-2.9573982097423706,38.513005279746224,3.3915990660400834,120.00161371375985,21.839548422235506,80.20248867707258,20.141699901336743,-50.96736285699915,-11.768266203141646,-2.793981331673595,36.322737940758245,-57.19215337349481,-8.221579493155314,4.351681499368617,54.424018141462334,-25.518224183709474,-24.80727658301108
Walk On Water,Eminem Featuring Beyonce,1,-76.88972250163795,-31.814317835556135,-60.438967579257046,-16.5515858995537,-9.135489348094499,-1.8449990746161773,99.4355222377809,23.815500652230735,25.378043509398765,-108.05567526361581,59.863903183193315,98.48146645676965,-79.76311908814054,-97.63725775799674,57.5757488186013,-6.264112900659967,-19.576491072676564,-4.7703400024996165
Talladega,Eric Church,1,-39.00752807456388,-86.89290416292644,140.77461488221914,95.26597284488801,9.166622200988602,-27.304626761792157,25.83402204976585,-5.123851633342971,9.203189226566634,22.618245427096245,63.764774929963366,-22.41028524940239,50.490119484650364,-10.406127512110752,-12.726793235117476,-63.89414295174829,73.21911225745932,21.441482404078318
Round Here Buzz,Eric Church,1,-37.73338835084658,-16.432423266236242,-79.67464150588428,37.577490646238616,-82.80510636308843,109.99663003249216,63.50439111091264,-69.16924090912661,12.324544092140316,84.61855802414725,36.588906199879766,-74.8072405921966,48.73090162517152,-10.056947625803064,-65.50310905074345,-18.117189026926535,-2.317131032709314,-15.777627157163662
679,Fetty Wap Featuring Remy Boyz,1,192.68880861350186,2.1183920928470457,-36.39367340189989,46.75535270582813,-95.25477519855224,8.105253901389286,21.613532885342476,-81.66554696054898,-71.12557996476608,-42.12396527474699,23.745013288467902,-1.2094377635092723,-7.432124544464471,56.25705576927294,39.031833142149274,-10.94231726251235,0.291087417890781,-63.60664801842474
May We All,Florida Georgia Line Featuring Tim McGraw,1,60.65219357448441,-74.10748370209876,-11.98203405826329,42.319654225788106,-76.94654508701606,106.93052907092924,35.73769905770425,15.789329286779305,-46.534355340306746,-23.40466058018295,-56.81025707385114,-47.708207033430135,22.30948987385362,-2.1490419878034817,30.15651407489954,13.985637927525474,0.7198831902890724,-7.630206819743796
Life Is Good,Future Featuring Drake,0,147.08838854881728,80.3302526791673,60.51686183372299,-64.04231260510201,94.52681980403001,-57.074554213012185,75.0691978604834,-81.41388666685782,-31.094473522090897,-55.15377108146355,24.919103298731116,21.17938456789214,-5.890195776955104,-21.392092284321432,54.02533134691559,-75.81684280004951,-67.11129580975793,2.377803706586028
Used To This,Future Featuring Drake,0,34.013900722357725,-27.346971774624148,52.86602290915559,71.33516605872346,48.26848077631251,120.73713737698003,-76.92102177203509,10.39269710473935,25.459299093204482,-37.904220251586224,-29.68949175109153,50.97858645334417,-47.801039267727894,109.72022159494956,-43.209802776993435,-46.96451746323895,-42.0717721146553,19.864937899171178
Him & I,G-Eazy & Halsey,1,151.27332410476347,-17.873135957011904,-34.29952951001156,-7.637928939928166,26.960731105103534,-40.62897879498479,28.581758186189724,-38.592659326833605,92.03633902453176,23.690455083548486,40.740863395140096,-34.708681465328354,-53.26386607270927,10.136195445500617,-50.864484427556256,-26.134024190088624,-53.48754060191038,59.223306663466396
"Me, Myself & I",G-Eazy x Bebe Rexha,1,-62.83281307133744,-135.9846705699007,85.78088507051598,-39.667771515341784,-27.986189651914252,-9.150126708602611,-25.584893277221227,78.22892900876826,-12.722487096817705,-74.29190521526142,35.715949098610274,1.8254517283816607,-41.99691022909368,-15.297458084458551,23.96803430970769,8.552246219600189,8.559631339822642,-5.389653237204996
Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,1,-44.342486858716015,-126.70854671369493,63.421141568548926,57.22244218098874,-11.943139323610541,-17.420833877506197,-82.32825072443218,46.19772142618811,-36.318358122875566,-36.41376924206228,3.724575133976075,-44.642783376713176,7.724429746163854,-49.117441804255044,-18.84101545728084,-73.4373632856271,15.701842734439529,24.145969589306688
Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores,1,-41.43113293436576,-51.134244895017176,49.94950309327479,-26.540408745085166,-10.519361089413001,-10.455878353371787,0.6554729743890911,70.0813066813182,-131.47309792587092,4.232746428079808,51.790736240012535,10.50235493585559,-41.49555676512801,-20.376516236171963,-23.93497491709621,-62.26930672377148,-61.93228321167865,40.30107268153996
Heartbreak Anniversary,Giveon,0,26.195443271154904,-81.56595855587027,-14.904200669072589,-22.860518333395433,-22.144256831123375,126.88338155805731,43.63742524914954,57.11675857142334,75.88721551673564,-7.443562406928495,-7.161787218530023,4.893878220506968,-37.115861014810726,-24.866760229070465,41.830875080830126,-39.552793904593344,14.985963369452623,2.725661481978152
Truck Bed,HARDY,1,-53.67110193471428,-7.849420479062406,-8.607388239399306,-104.91999353279797,-31.51819152111329,-70.79580344475333,3.9354866875167036,-56.576257973079954,137.28756879661458,-77.64179627864922,72.7246601934734,45.322827613110846,-4.5340456228985175,29.79999146848955,22.130969802812345,33.207358937036645,8.61577454112858,-6.466411247350775
Wait In The Truck,HARDY Featuring Lainey Wilson,1,-53.63353048268674,-122.19588720072467,113.7249701296741,102.27051094790725,102.47462569358862,-19.101323912336003,21.990167479167614,29.066847346933304,-20.591894089626773,3.1910541966686465,7.395521761678343,-95.28248746049874,38.27569735641502,-30.307004524396195,-26.138460882108422,14.358851688707224,27.593824578575177,10.298857838606372
Starving,Hailee Steinfeld & Grey Featuring Zedd,1,-20.332710900687502,72.60773777010894,-30.674238514552528,150.19823594322332,-57.52191584291046,-35.942687403542195,-35.550601223949236,0.27648863206657953,42.25678656445226,34.190074067438076,-87.02952003067414,-8.088593121082823,6.934496034210468,-12.580051483025512,35.33346481625713,35.663044556684135,39.362894008473454,93.01686684531148
Without Me,Halsey,0,22.558583019019974,-34.11486911711364,46.21959135662757,72.310094727449,-27.29259271370387,-34.73479873689501,-48.47462615935633,40.95523299553803,-65.18066683948732,-4.002406458269255,-48.50171457848848,31.187187307246393,33.06585909909038,73.19198237283065,-8.484630875094911,42.70489545169249,-10.852914317984967,49.079275656452964
Watermelon Sugar,Harry Styles,1,-106.83818830098245,-43.55202596954854,-113.247949045351,-47.288237862708506,-70.31922440412093,-86.83531927708887,62.45918932702439,-12.922982960511224,44.020117208365406,33.5150074863506,57.818789628416795,10.353036537845725,17.732370496926848,45.101337962410625,-8.748385725819624,-13.051178874717799,30.449814341817664,-80.17830546213027
Black Widow,Iggy Azalea Featuring Rita Ora,1,82.2581347726615,-37.1963821619694,5.407055422833686,41.198898351297686,-122.93634646709648,77.2979871268128,47.142561363384466,18.253763689632585,-31.79579606429941,-28.923331185122095,7.206336215300254,-46.174471956946356,24.47812485171083,12.962094687688479,-14.929644474359854,6.367711349250727,-9.832555598605175,-4.112505102884618
Follow You,Imagine Dragons,0,-5.950189228952744,80.34375292671692,-34.54205065404182,49.2903225032419,-88.56515847176804,108.893125155219,-19.64630776570604,24.57285774737127,46.59366769524176,-0.4758390067661647,-77.0857070179157,-7.028578340422084,24.340419165242338,31.973060336001254,5.408218327559638,11.332945457874066,-57.63978319639161,46.56767670903128
Enemy,Imagine Dragons X JID,1,63.327219263762785,13.364529255282216,1.6075963122348385,-18.18646745602207,-34.56492465810731,99.72183647157543,7.78537444789803,-75.25576892159806,1.5858974563555581,-0.03353235760185331,-59.29508860351926,-5.956052790808976,39.73143050221138,10.481111622046898,6.822548304480576,-42.65043351883115,9.506098848082324,80.10040475319444
Mi Gente,J Balvin & Willy William Featuring Beyonce,1,191.04448990113855,53.12300644796313,-77.83463596003465,10.931877842191367,-29.25122472845406,-48.316985752913496,32.00215632994831,16.33477866074444,12.51802642500765,27.95322116209555,-34.540389888554486,8.53726931071858,-33.76295563275459,-34.172058294900985,-12.762341706573615,-5.896748839151949,-0.9757674820599943,76.82156721464575
No Role Modelz,J. Cole,0,28.04429953993096,29.08615250506698,114.98847368489508,-20.197999840653672,-3.203395611329145,54.644706499351045,-89.24805320793202,60.573573548435775,18.055928680019093,-8.865301177171494,-17.024499153901,-64.3222193363146,-59.80296986786623,-1.5216582599924837,29.7215734036368,25.26251270649117,-6.6424695519223045,-64.73901010410258
Deja Vu,J. Cole,1,133.4457770994957,48.96484402036229,7.113578978533689,56.93320358465668,13.481202073048161,55.97111049465144,-134.95232625590515,6.146796135468389,79.43480185414768,-18.14597342277092,-31.371966452502793,-29.021167729439316,54.86515958197463,-29.283912656610294,-68.87016332465559,-22.00595806841081,-54.49071341513984,-8.932673984232649
Golden Hour,JVKE,1,-81.59849473952401,-54.43195389218859,8.32403309591,119.78968801511034,36.79304483109605,-67.33230315673136,-95.37409481826994,-16.216754578521744,17.286749068893798,-55.5575780755884,-0.007603842499709815,53.86731584520779,-25.346417012954042,-3.608397758858671,-32.89145101800078,-44.06544634398276,33.6309603514928,-42.27255128160678
Way Out,Jack Harlow Featuring Big Sean,1,40.903587730578195,59.729947315895195,-37.008430288746936,54.479610402454284,40.10516800397181,21.693878651973453,117.20541040892604,6.258535036444286,2.3378514362870266,-0.991298212011882,5.652114054352977,47.108105006209826,-76.64460326373056,40.115039943804256,40.4890634576756,-7.3475044018487665,0.333899098446797,27.59355964629738
I Saw Mommy Kissing Santa Claus,Jackson 5,0,-34.107704617911956,-195.4936915562722,38.37807637502546,-69.65297426368691,17.082984404260557,-103.62790498907215,31.643122778134998,-62.297815878679216,-26.86859378512539,29.736094504120906,10.470949924998157,15.642437899161264,44.242820609451684,43.91837092377866,80.4977882889989,29.406332299227252,-29.001896591004517,20.77817226905668
Say You Won't Let Go,James Arthur,1,-174.3198927462484,-44.99095740780269,72.27054717888387,-120.78936558381466,-17.37732428958609,-26.3036061864041,47.18154859083572,-60.46467411583399,-36.02039054766832,50.02124139414198,0.6834412123765199,-19.987640663342116,-0.3414922418682698,3.0197930069084475,34.928415674092214,38.39826284599801,-13.105585037926396,-8.151695350066587
Girl Like You,Jason Aldean,1,136.3159378574823,-112.1778242941315,37.347322978036935,62.79631250343342,49.685092216055224,-14.532763953395307,-11.033016945105002,-7.028208597712333,-64.49567336376032,55.84378960734433,-33.36035790067013,31.615056899294686,-33.157298613496984,97.42370567807107,-43.257833273646035,0.06314672835573934,4.2904549216353915,-7.715441390460572
Down Home,Jimmie Allen,1,-29.833024501349055,-37.332842646486306,-97.9013090865922,114.3702477810947,75.76348321199103,-44.949376199273615,-8.06154575429653,-61.779456590651705,1.7429471360944853,-7.012103569216617,-68.95252696827409,-4.573779481322424,79.56397872207528,-42.966785626048576,3.304328900637413,-21.95988884588586,-49.3499595784483,-5.177862905500332
All Of Me,John Legend,0,-197.3299737188278,-52.055085290285355,183.0590150058155,-7.486098640816873,-29.562375602408643,-21.9789300699777,-15.374792386954738,17.084562708775312,56.940541567113165,-39.244651705486014,-6.0274883014423475,-11.203516203557042,-20.31993010493696,-35.1095520454683,1.9280761774505892,8.400005142162716,18.929678146486875,-27.16297276178991
All Time Low,Jon Bellion,1,7.572914148907821,118.17080454438616,-68.47531931413872,-44.93778407813709,-57.399729594355705,11.469264057505908,-5.649399797780635,27.299184370582594,14.87108186615998,-59.10166948818559,-109.72601709996749,-3.9087986222891193,5.6601916705085245,-12.22506357318507,40.23786958037121,-6.838567782047367,15.811033581559295,13.098699747371462
Tequila Little Time,Jon Pardi,1,35.45306528586484,-5.715108511224947,-90.0862175622963,50.48191126790979,-24.432287541494787,3.5070543699138352,60.532073633973226,17.758384036895176,-17.59404012667337,82.1290394599934,43.283761454056865,-33.68392568803082,7.170729797565926,33.07669403050539,-11.75123765677772,-21.62900059777215,33.78565086837953,74.99392927966345
What My World Spins Around,Jordan Davis,1,21.723632992248646,18.752835817959937,-97.69847170837156,-0.6740752913187802,5.532020126057497,-20.30057346557009,68.73371110932254,-46.019702012519495,25.026583786863267,49.06368564116307,-22.63703000217681,4.178561209828781,118.56777154853901,-18.4558040457716,-7.077548241732293,-31.800527868991267,29.11205548359417,0.0714471975130175
Mary Did You Know,Jordan Smith,1,-208.53568897553626,-27.10633564840881,-57.64022480734036,-145.56913186710287,52.79229481752366,-17.398928952672197,-29.768582736413407,10.793497982685277,1.823880649135891,29.956462415437013,50.41790726325745,-20.496281620022792,7.16617556148777,33.666760379734555,-70.33653249463559,-55.235756173100235,81.91933616632463,-27.687090440966628
Climb Every Mountain,Jordan Smith,1,-144.70282046920065,-79.63283378052952,117.66466474247227,87.89358306885052,28.24157024693843,-37.921150324390595,-66.11025632566856,-3.5056523536768696,18.667173626530342,1.8044501419222303,-21.260481185171614,-50.60750455135154,34.46493816066606,34.957845294903514,-6.145687523597801,-7.921003050935264,58.13453342225903,68.21281290019034
God Only Knows,Jordan Smith & Adam Levine,1,-28.778566279860204,-20.02234445019286,-35.13781237947162,70.63398820341303,30.10711744737395,40.391666130209266,-5.135802797247617,-21.648945779153223,-23.027237307220652,-27.4122511113933,-21.203502144090425,-88.03278473284485,-33.17373520233245,-44.732779396491964,-6.621697155053553,-13.975135767701062,-4.674539189421844,5.9694805576833065
Feliz Navidad,Jose Feliciano,1,-7.324079209543522,0.358199507371367,-134.73798647232547,40.91316208706231,-33.41782689549408,-101.7821831866915,23.498178844042524,-21.278993557024677,-26.75334810704041,3.337908364883163,18.642935581981444,-9.37657268626652,85.97997416866579,37.779729915943015,-29.90155577169287,-17.194205723450157,25.597969869674024,-70.2145576217516
Let Me Know (I Wonder Why Freestyle),Juice WRLD,0,57.98202216474726,-28.721856942310822,3.3744886811628154,-120.04153862277776,110.39849410177057,31.905071546234407,-24.28520068611966,-5.060136237211504,79.1315617134632,51.39672014643024,23.960738904283772,-61.22452280091959,-36.5887819033271,55.353217961603356,-34.521946513093084,19.382791173381133,-15.870325474065025,-32.66655071453714
Armed And Dangerous,Juice WRLD,0,97.38518155837211,20.996639840931316,82.27262189677916,-69.18426799537205,63.18837797207236,17.905533248872995,133.81232293840938,5.502554108001847,71.5754581677391,-65.21574287087297,-16.690981680455828,-16.20169337524697,-38.53862179609455,55.05161530355596,-22.562755136263608,4.868152939136277,-61.834471017963956,22.19217856908629
Lace It,"Juice WRLD, Eminem & benny blanco",1,8.332639771234032,63.622662545852776,-25.558961532886176,66.61143772997417,64.38710907422866,55.9229598120604,82.79810943127993,5.649252662918216,55.05199620229183,19.307727390276593,24.707603593283565,6.862378325324699,9.941906254837447,21.402870733553097,26.265255672486333,-22.740064061091854,-1.120736694142546,46.144504047646656
Mistletoe,Justin Bieber,1,91.81028222934691,-55.2567171332656,-52.91802899022083,133.64527048017212,-66.50367514142312,-65.13006740798512,57.393768847771845,-80.21038553543993,-20.867339972612733,36.558928517372955,58.431327470645265,-33.7791130164228,74.18804420284927,-85.69344105416606,-10.505569542601934,24.750911147744848,-24.093500134401243,17.049920562106603
Rockin' Around The Christmas Tree,Justin Bieber,1,74.51043139758792,-86.5723169587183,-71.50035567843825,-104.96062843820617,141.4785351536212,-67.66033863700457,-0.4074713246417533,34.9768145022118,87.88550153564722,27.348427063996347,-20.24601295669627,-47.20747276258017,-26.36799002761281,-4.607282440353582,39.783358809023596,-27.51747505896878,15.756491244836946,-21.911899953295645
Love Yourself,Justin Bieber,1,-161.31385039037994,88.93066817487083,61.031378023420594,154.46255814235036,-6.819834351534086,9.282345042792912,69.31238946944045,-26.258535528555253,-2.733293180465877,20.07687826784719,-23.911578538569177,54.774764424969376,0.6553186799628364,-104.62535571263523,-28.73234285063613,25.53020548230339,46.40390847525297,19.643865613845215
Homesick,Kane Brown,1,33.784040275451915,-83.58338392805724,70.16344831695244,-6.468160796905799,-105.26026988193773,42.06695315944817,-31.603578625542422,-48.04131509077737,-89.67873071454757,48.475027200969095,32.43903983135262,20.96412142849894,-46.1894841775377,-43.83989499423533,-64.75985160190893,21.581437392268796,0.9810595595393543,-6.570656030780414
